filename,hasil
../Preprocessing/db1/data_mfccRMScqtdb1L3.csv,0.7300000190734863
../Preprocessing/db1/data_mfccRMScqtdb1L9.csv,0.5550000071525574
../Preprocessing/db1/data_mfccRMScqtdb1L2.csv,0.6600000262260437
../Preprocessing/db1/data_mfccRMScqtdb1L5.csv,0.5849999785423279
../Preprocessing/db1/data_mfccRMScqtdb1L8.csv,0.4699999988079071
../Preprocessing/db1/data_mfccRMScqtdb1L7.csv,0.5450000166893005
../Preprocessing/db1/data_mfccRMScqtdb1L6.csv,0.5799999833106995
../Preprocessing/db1/data_mfccRMScqtdb1L1.csv,0.75
../Preprocessing/db1/data_mfccRMScqtdb1L10.csv,0.3449999988079071
../Preprocessing/db1/data_mfccRMScqtdb1L4.csv,0.6499999761581421
../Preprocessing/db7/data_mfccDWTcqtdb7L5.csv,0.699999988079071
../Preprocessing/db7/data_mfccDWTcqtdb7L10.csv,0.26499998569488525
../Preprocessing/db7/data_mfccDWTcqtdb7L8.csv,0.27000001072883606
../Preprocessing/db7/data_mfccDWTcqtdb7L4.csv,0.5950000286102295
../Preprocessing/db7/data_mfccDWTcqtdb7L1.csv,0.4650000035762787
../Preprocessing/db7/data_mfccDWTcqtdb7L9.csv,0.23999999463558197
../Preprocessing/db7/data_mfccDWTcqtdb7L6.csv,0.6100000143051147
../Preprocessing/db7/data_mfccDWTcqtdb7L7.csv,0.5249999761581421
../Preprocessing/db7/data_mfccDWTcqtdb7L2.csv,0.38999998569488525
../Preprocessing/db7/data_mfccDWTcqtdb7L3.csv,0.3050000071525574
../Preprocessing/db8/data_mfccDWTcqtdb8L3.csv,0.4449999928474426
../Preprocessing/db8/data_mfccDWTcqtdb8L2.csv,0.38999998569488525
../Preprocessing/db8/data_mfccDWTcqtdb8L6.csv,0.5550000071525574
../Preprocessing/db8/data_mfccDWTcqtdb8L5.csv,0.7250000238418579
../Preprocessing/db8/data_mfccDWTcqtdb8L9.csv,0.3050000071525574
../Preprocessing/db8/data_mfccDWTcqtdb8L8.csv,0.32499998807907104
../Preprocessing/db8/data_mfccDWTcqtdb8L1.csv,0.2800000011920929
../Preprocessing/db8/data_mfccDWTcqtdb8L10.csv,0.29499998688697815
../Preprocessing/db8/data_mfccDWTcqtdb8L4.csv,0.6200000047683716
../Preprocessing/db8/data_mfccDWTcqtdb8L7.csv,0.6100000143051147
../Preprocessing/db5/data_mfccDWTcqtdb5L5.csv,0.6100000143051147
../Preprocessing/db5/data_mfccDWTcqtdb5L3.csv,0.5199999809265137
../Preprocessing/db5/data_mfccDWTcqtdb5L4.csv,0.5950000286102295
../Preprocessing/db5/data_mfccDWTcqtdb5L6.csv,0.5400000214576721
../Preprocessing/db5/data_mfccDWTcqtdb5L7.csv,0.6100000143051147
../Preprocessing/db5/data_mfccDWTcqtdb5L2.csv,0.5
../Preprocessing/db5/data_mfccDWTcqtdb5L10.csv,0.2800000011920929
CNN Tuning
../Preprocessing/db1/data_mfccRMScqtdb1L1.csv,0.9300000071525574
../Preprocessing/db1/data_mfccRMScqtdb1L2.csv,0.9649999737739563
../Preprocessing/db1/data_mfccRMScqtdb1L3.csv,0.9399999976158142
../Preprocessing/db1/data_mfccRMScqtdb1L4.csv,0.925000011920929
../Preprocessing/db1/data_mfccRMScqtdb1L5.csv,0.925000011920929
../Preprocessing/db1/data_mfccRMScqtdb1L6.csv,0.9100000262260437
../Preprocessing/db1/data_mfccRMScqtdb1L7.csv,0.9049999713897705
../Preprocessing/db1/data_mfccRMScqtdb1L8.csv,0.8050000071525574
../Preprocessing/db1/data_mfccRMScqtdb1L9.csv,0.6200000047683716
../Preprocessing/db1/data_mfccRMScqtdb1L10.csv,0.4399999976158142

../Preprocessing/db7/data_mfccDWTcqtdb7L5.csv,0.9300000071525574
../Preprocessing/db7/data_mfccDWTcqtdb7L10.csv,0.23000000417232513
../Preprocessing/db7/data_mfccDWTcqtdb7L8.csv,0.5049999952316284
../Preprocessing/db7/data_mfccDWTcqtdb7L4.csv,0.8899999856948853
../Preprocessing/db7/data_mfccDWTcqtdb7L1.csv,0.6100000143051147
../Preprocessing/db7/data_mfccDWTcqtdb7L9.csv,0.32499998807907104
